response_id,should_sign,free_response
439,0,This goes against our principle of neutrality and threatens free speech and the ability to have open discourse and interdisciplinary courses and discussions. Private institutions should not be so controlled by the government. Withholding funding from schools that don’t comply will only shift research in the country to be unproductive and likely deter potential new students from wanting to come to Vanderbilt if it is under such tight control with limits on freedom of speech and inability to make a stance on anything. It would show they care more about money than the actual value of the education and faculty and student environment here. It would change the university fundamentally for the worse.
440,0,"Vanderbilt University should not be pressured to sign a compact with a list of ideals that violate it's neutrality and force the institution to lean into conservative ideals. Although there are some aspects of the compact that would benefit the student body, the Trump administration should not have any control or say in how Vanderbilt, a private institution, operates in admissions, hiring, or in their curriculum. It is crucial that Vanderbilt maintains their neutrality and holds firm to the institutional values that have guided the university's operations for decades."
441,0,"This is just buying into fascism. If Vanderbilt truly valued the so-called “principle of neutrality” and not taking any specific side, it would leave the compact alone."
442,0,"It is an overreach of government control into education. It is discriminatory against internationals, and will ruin the diverse campus Vanderbilt has, especially if getting rid of DEI. The last portion limits freedom of speech for only conservative ideas, unjustly pushing Trump’s partisan ideas onto students and punishing those who disagree. This is a horrible idea that does not prioritize the wellbeing of Vanderbilt students or the integrity of the institution. Please, do not sign this."
443,0,More harm than good
444,1,"Everything that Trump is saying in this pact goes towards enforcing a better academic future for American students, not that foreign students shouldn’t be allowed to study at Vanderbilt, but it is an American institution with American funding that should go to towards the majority of American citizen students that have applied."
445,0,I’m against capping international students.
446,0,DEI is an important part of our campus community. It allows me to feel safe and helps me succeed as a woman of color in a hard stem degree.
447,0,"I’m fine with everything but the last point. I don’t particularly support anything on here except for providing tuition for STEM studies, but I’m fiercely against the last, very subjective point about “allowing” conservative ideals. It can too easily be misused- wording is too subjective. And it reads like it comes from 1984. Hard pass."
448,0,Government shouldn't be reaching their hands this far...they get some ground and will demand for more. Love Vandy as is
449,0,"DEI should remain in place because although it does not bring equality, it brings equity. Additionally, Trump is just using this as another way to power grab in the US. We as a University should avoid any and all connection to Trump's America."
450,0,"If Vanderbilt is truly a neutral institution, then we would never consider signing this compact in its current state. Neutrality means that voices may be heard, not silenced. This compact actively aims to silence voices. The final clause states that departments targeting conservative views must be reformed or removed. This is a slippery slope, as criticism of conservative views (free speech) would appear to fall under this broad category (belittlement). In addition, defining sex as solely ""male"" and ""female"" is inherently politicized, not reflecting Vanderbilt's policy of neutrality. Vanderbilt should be a neutral institution regardless of anyone's political, social, and personal identities. This compact is not neutral."
451,0,"It represents a government trying to insert their agenda into the education of students. The government should not be interfering with the way that these private institutions conduct their education, and should not be using the governments budget to try and push a political agenda that subjugates a minorities."
452,0,I don’t think that the federal government should have this large of an influence in Vanderbilt University education
453,0,"I don’t think Vanderbilt should sign the Compact as it is because several of its proposed guidelines would undermine the university’s core commitments to academic freedom, diversity, and equitable access to education. While I support keeping education affordable and ensuring that all viewpoints are respected on campus, the Compact’s approach seems overly restrictive and politically motivated.  Capping international enrollment would limit the global diversity that enriches the student body and research community. Eliminating consideration of race and gender in admissions and hiring would erase important tools for promoting inclusion and addressing systemic inequities. Additionally, the clause about disciplining departments for how they handle “conservative ideas” could be used to suppress open inquiry or punish legitimate academic critique."
454,0,"While I do agree with some of the stipulations on the compact, I don’t believe Vanderbilt should sign it because it would fundamentally disagree with our current stance on political neutrality."
455,0,"If academic freedom and principled neutrality mean anything to this university, they will not sign it."
456,0,"The only major issues I have with the Compact are the free speech/discipline, tuition waivers for hard science students, and departments that target conservative views components. I just do not really understand the intention of the tuition waivers one and am worried about implications for free speech/academic freedom of the other two. However, I know that research is a huge component of the university and that preferential access to grants would be great for continuing to be a leader in research. I also am a bit worried that not signing the compact would create adversity between the university and the administration that I think it would be better to avoid. Overall, I think we should attempt to negotiate some of the terms and ask for clarification in regards to how compliance with the terms will be monitored and potential consequences of noncompliance."
457,0,Do not agree with punishment for criticizing an ideology. It goes against everything Vanderbilt says it stands for.
458,0,"I haven't done a deep dive into the compact, but the idea of an institution being granted preferential treatment and funding because it aligns with the whims of the government sets a terrible precedent. It's difficult for me to say ""no, I would not like my tuition covered because I'm studying a 'hard science,'"" but I can't support it based on principle. Why is there a guideline meant to protect conservative ideas specifically in the compact? Why not ""... and even spark violence against opposing ideas?"" The wording is dangerous."
459,0,I think some of the policies proposed are valid and a good idea. I do not think it is the role of the federal government to make these decisions for the university. Nor should they threaten funding if the university refuses to do so. Just because some of the ideas are good and have merit doesn’t mean that the government should be the ones deciding what is appropriate for each university or that all of these policies should be controlled by the government. How can a university maintain neutrality and do it as best for the students if they are making decisions out of fear of loss of funding
460,0,Preserving our legacy and integrity matters more than any amount of money.
461,0,"Although, per limited research it seems like this won't change any of Vanderbilt's policy drastically (for example, the cap of international enrollment) I think it completely goes against the institutional neutrality Vanderbilt's administration cherishes. Complying with the wishes of an extremely polar political party is taking a side, regardless of the conditions surrounding it. Considering vanderbilts neutral stance. They would have to balance this with a contribution/alignment with ideals contrasting this. That will not happen, and therefore this agreement should not be signed."
462,0,I think the main issue lies in the last point. It stifles free speech and essentially requires the university to only protect one side of the political spectrum which goes against institutional neutrality. This is likely only the beginning of the demands and will not be the end.
463,1,I believe American universities should first and foremost educate American students. I believe a college education should be affordable. I believe conservative ideas on this campus are often ridiculed and dismissed as bigotry.
464,0,"While some of the ideas of the compact have merit, such as freezing tuition and pushing universities to offer more financial aid if they have a large endowment, many of the principles seem misguided. A blanket cap for international student admissions is counterintuitive to the administration’s past claims that they want the “best of the best” from around the world. Overall, the compact seems to function more as a test to see which universities will fall in line behind Trump without questioning his authority, and it would be shameful of Vanderbilt University to accept it without, at the very minimum, negotiating/removing some aspects of the compact."
465,0,"I believe this amount of political influence against any university by a government, be it foreign or domestic, is unethical and harms the educational opportunities of each student who attends. I chose Vanderbilt for its principled neutrality, commitment to academics removed from politics, and strong adherence to its principles. Because of this, I cannot see a way in which signing this compact is in line with Vanderbilt's mission or culture."
466,0,we should counter
467,0,"While lowering tuition would be ideal, that is obviously not the purpose of this compact. This is a threat towards our first amendment rights that allow us to protest Trump's MAGA, or terrorist, agenda."
468,0,"""Universities must reform or remove units that “punish, belittle, or incite violence against conservative ideas""- this is absolutely propaganda. Despite promising institutional neutrality, anything that is considered to ""belittle"" conservative ideas isn't allowed? That is not neutrality. I've heard multiple times that this campus is meant to be a neutral space for dialogue. This does not achieve that at all."
469,0,The guidelines are ridiculous. Trump's administration is ridiculous. Don't bow down to this nonsense.
470,0,FUCK NO
471,0,"Vanderbilt does not need money from the government, we only give them more control over us in the future by signing this contract."
472,0,"The ideas on it are too conservative, and the Trump administration don’t have the right to do some of the stuff they are suggesting."
473,0,This is inequitable and discriminatory on multiple fronts.
474,0,"Vanderbilt University should refrain from signing the Compact for Higher Education because doing so would risk both marginalizing members of its own community and compromising the university’s academic integrity. First, the Compact’s language and implementation disproportionately affect gender-nonconforming and transgender students, many of whom already face barriers to inclusion and recognition on campus. By aligning with a framework that fails to account for the diversity of gender identities, Vanderbilt would alienate students who depend on the university’s commitment to equity and belonging. Second, the Compact undermines the merit-based principles that ground scientific research and higher learning by selectively awarding stipends and grants to institutions that agree to its terms, rather than to those producing the most rigorous and innovative scholarship. Participating would signal that Vanderbilt prioritizes political conformity over intellectual excellence—an outcome fundamentally at odds with its mission as a world-class research university"
475,0,"While some of the clauses may be beneficial for students, there are certain things that are too important to the university and students for the compact to make sense."
476,0,"This compact goes against Vanderbilt's principle of neutrality. Neutrality is an oat the university has made with its students before we chose it as our university, and it should stand firm as is our commitment towards the university now and for years to come. Capping the percentage of international students goes against the commitment of free expression and civil discourse it intends to defend. How are we going to meaningfully engage with diverse perspectives if we limit them by the numbers? Vanderbilt is expanding, and sooner than later, the cap would be unsustainable for the mission of Vanderbilt for radical collaboration. This is an agreement that could hardly be overturned (not only legally, but on those who are part of this community), and, based on everything the institution has promised to defend, signing the compact would dismantle the core principles of the institution, not because of a political party, but because of the action itself. Please, review each item of the compact and thoroughly understand what it means for the future of Vanderbilt, not putting boundaries where there shouldn't be. We need to uphold our mission for academic excellence with courage and commitment to discussion and learning from one another, something that this compact, as is, seeks to shut down. If there's an opportunity to do a counterproposal with support of the other institutions in this compact, it may support Vanderbilt's commitment to active dialogue. Please, evaluate all the impacts of this, and defend what's best for ALL our community."
477,0,"In my opinion, there should be no regulation on the volume of students from other countries or the limitation of clubs and organizations that criticize conservative values."
478,1,I think the enforcing free speech while also banning any negative views of conservative beliefs is an oxymoron and should be negotiated further.
479,0,This would negatively impact nearly all parts of campus life and would make this university a significantly worse place to be a part of were it to be signed.
480,0,"Destroys and goes against everything Vanderbilt stands for within the realm of Higher Education. Do not give into the cult that is the federal government, continue to be a leader in education by teaching the TRUTH, not conservative filtered content."
481,0,"anything that allows the government to control key metrics, get access to student data, and remove departments or programs is absurd. Government overreach at its finest."
482,1,Tuition freeze
