ccode,stateabb,year,mil_indicator,amount
740,JPN,1876,spending,1611
740,JPN,1876,personnel,37
740,JPN,1877,spending,1431
740,JPN,1877,personnel,38
740,JPN,1878,spending,1423
740,JPN,1878,personnel,43
740,JPN,1879,spending,1670
740,JPN,1879,personnel,44
740,JPN,1880,spending,1786
740,JPN,1880,personnel,45
740,JPN,1881,spending,1728
740,JPN,1881,personnel,46
740,JPN,1882,spending,1809
740,JPN,1882,personnel,47
740,JPN,1883,spending,2046
740,JPN,1883,personnel,48
740,JPN,1884,spending,2120
740,JPN,1884,personnel,48
740,JPN,1885,spending,1873
740,JPN,1885,personnel,52
740,JPN,1886,spending,3109
740,JPN,1886,personnel,56
740,JPN,1887,spending,3271
740,JPN,1887,personnel,62
740,JPN,1888,spending,3238
740,JPN,1888,personnel,62
740,JPN,1889,spending,3529
740,JPN,1889,personnel,69
740,JPN,1890,spending,3905
740,JPN,1890,personnel,71
740,JPN,1891,spending,3576
740,JPN,1891,personnel,89
740,JPN,1892,spending,2496
740,JPN,1892,personnel,79
740,JPN,1893,spending,2351
740,JPN,1893,personnel,71
740,JPN,1894,spending,13167
740,JPN,1894,personnel,83
740,JPN,1895,spending,11743
740,JPN,1895,personnel,207
740,JPN,1896,spending,7398
740,JPN,1896,personnel,103
740,JPN,1897,spending,11054
740,JPN,1897,personnel,132
740,JPN,1898,spending,11243
740,JPN,1898,personnel,156
740,JPN,1899,spending,11421
740,JPN,1899,personnel,147
740,JPN,1900,spending,13311
740,JPN,1900,personnel,182
740,JPN,1901,spending,10236
740,JPN,1901,personnel,206
740,JPN,1902,spending,8577
740,JPN,1902,personnel,209
740,JPN,1903,spending,15092
740,JPN,1903,personnel,214
740,JPN,1904,spending,67273
740,JPN,1904,personnel,218
740,JPN,1905,spending,73031
740,JPN,1905,personnel,250
740,JPN,1906,spending,37842
740,JPN,1906,personnel,266
740,JPN,1907,spending,21466
740,JPN,1907,personnel,262
740,JPN,1908,spending,21338
740,JPN,1908,personnel,273
740,JPN,1909,spending,17721
740,JPN,1909,personnel,273
740,JPN,1910,spending,18516
740,JPN,1910,personnel,283
740,JPN,1911,spending,20546
740,JPN,1911,personnel,274
740,JPN,1912,spending,19961
740,JPN,1912,personnel,275
740,JPN,1913,spending,19189
740,JPN,1913,personnel,296
740,JPN,1914,spending,108347
740,JPN,1914,personnel,300
740,JPN,1915,spending,107515
740,JPN,1915,personnel,650
740,JPN,1916,spending,121129
740,JPN,1916,personnel,650
740,JPN,1917,spending,175068
740,JPN,1917,personnel,660
740,JPN,1918,spending,298716
740,JPN,1918,personnel,660
740,JPN,1919,spending,435629
740,JPN,1919,personnel,306
740,JPN,1920,spending,449471
740,JPN,1920,personnel,306
740,JPN,1921,spending,404130
740,JPN,1921,personnel,306
740,JPN,1922,spending,334655
740,JPN,1922,personnel,306
740,JPN,1923,spending,258175
740,JPN,1923,personnel,306
740,JPN,1924,spending,204128
740,JPN,1924,personnel,306
740,JPN,1925,spending,181598
740,JPN,1925,personnel,306
740,JPN,1926,spending,203489
740,JPN,1926,personnel,302
740,JPN,1927,spending,233185
740,JPN,1927,personnel,274
740,JPN,1928,spending,240349
740,JPN,1928,personnel,285
740,JPN,1929,spending,228010
740,JPN,1929,personnel,296
740,JPN,1930,spending,218639
740,JPN,1930,personnel,293
740,JPN,1931,spending,222176
740,JPN,1931,personnel,292
740,JPN,1932,spending,199238
740,JPN,1932,personnel,370
740,JPN,1933,spending,220162
740,JPN,1933,personnel,371
740,JPN,1934,spending,277949
740,JPN,1934,personnel,399
740,JPN,1935,spending,295113
740,JPN,1935,personnel,410
740,JPN,1936,spending,279785
740,JPN,1936,personnel,416
740,JPN,1937,spending,942416
740,JPN,1937,personnel,393
740,JPN,1938,spending,1699210
740,JPN,1938,personnel,370
740,JPN,1939,spending,1699970
740,JPN,1939,personnel,957
740,JPN,1940,spending,1863181
740,JPN,1940,personnel,957
740,JPN,1941,spending,2929917
740,JPN,1941,personnel,3075
740,JPN,1942,spending,4414273
740,JPN,1942,personnel,3075
740,JPN,1943,spending,6989871
740,JPN,1943,personnel,3075
740,JPN,1944,spending,17227328
740,JPN,1944,personnel,4325
740,JPN,1945,spending,4002481
740,JPN,1945,personnel,6095
740,JPN,1952,spending,289212
740,JPN,1952,personnel,119
740,JPN,1953,spending,437044
740,JPN,1953,personnel,123
740,JPN,1954,spending,429720
740,JPN,1954,personnel,165
740,JPN,1955,spending,377688
740,JPN,1955,personnel,196
740,JPN,1956,spending,373590
740,JPN,1956,personnel,215
740,JPN,1957,spending,424924
740,JPN,1957,personnel,224
740,JPN,1958,spending,420767
740,JPN,1958,personnel,243
740,JPN,1959,spending,436495
740,JPN,1959,personnel,255
740,JPN,1960,spending,454148
740,JPN,1960,personnel,263
740,JPN,1961,spending,507622
740,JPN,1961,personnel,230
740,JPN,1962,spending,617276
740,JPN,1962,personnel,235
740,JPN,1963,spending,681028
740,JPN,1963,personnel,243
740,JPN,1964,spending,781283
740,JPN,1964,personnel,244
740,JPN,1965,spending,852603
740,JPN,1965,personnel,246
740,JPN,1966,spending,964203
740,JPN,1966,personnel,227
740,JPN,1967,spending,1069692
740,JPN,1967,personnel,231
740,JPN,1968,spending,1207489
740,JPN,1968,personnel,235
740,JPN,1969,spending,1386700
740,JPN,1969,personnel,236
740,JPN,1970,spending,1649789
740,JPN,1970,personnel,236
740,JPN,1971,spending,2252068
740,JPN,1971,personnel,234
740,JPN,1972,spending,2640987
740,JPN,1972,personnel,233
740,JPN,1973,spending,3119484
740,JPN,1973,personnel,233
740,JPN,1974,spending,4007243
740,JPN,1974,personnel,237
740,JPN,1975,spending,4535240
740,JPN,1975,personnel,237
740,JPN,1976,spending,4972179
740,JPN,1976,personnel,236
740,JPN,1977,spending,5514055
740,JPN,1977,personnel,236
740,JPN,1978,spending,7691538
740,JPN,1978,personnel,239
740,JPN,1979,spending,9995146
740,JPN,1979,personnel,239
740,JPN,1980,spending,9297521
740,JPN,1980,personnel,242
740,JPN,1981,spending,11623810
740,JPN,1981,personnel,241
740,JPN,1982,spending,11038627
740,JPN,1982,personnel,243
740,JPN,1983,spending,11654008
740,JPN,1983,personnel,241
740,JPN,1984,spending,12774892
740,JPN,1984,personnel,241
740,JPN,1985,spending,14189000
740,JPN,1985,personnel,241
740,JPN,1986,spending,20930000
740,JPN,1986,personnel,245
740,JPN,1987,spending,25420000
740,JPN,1987,personnel,244
740,JPN,1988,spending,28406000
740,JPN,1988,personnel,245
740,JPN,1989,spending,30090000
740,JPN,1989,personnel,247
740,JPN,1990,spending,28730000
740,JPN,1990,personnel,250
740,JPN,1991,spending,32680000
740,JPN,1991,personnel,250
740,JPN,1992,spending,38600000
740,JPN,1992,personnel,242
740,JPN,1993,spending,41730000
740,JPN,1993,personnel,242
740,JPN,1994,spending,46639000
740,JPN,1994,personnel,233
740,JPN,1995,spending,50219000
740,JPN,1995,personnel,240
740,JPN,1996,spending,45502000
740,JPN,1996,personnel,250
740,JPN,1997,spending,40891000
740,JPN,1997,personnel,250
740,JPN,1998,spending,38482000
740,JPN,1998,personnel,255
740,JPN,1999,spending,40383000
740,JPN,1999,personnel,240
740,JPN,2000,spending,45316000
740,JPN,2000,personnel,237
740,JPN,2001,spending,39513000
740,JPN,2001,personnel,240
740,JPN,2002,spending,39200000
740,JPN,2002,personnel,240
740,JPN,2003,spending,42835000
740,JPN,2003,personnel,240
740,JPN,2004,spending,45152000
740,JPN,2004,personnel,240
740,JPN,2005,spending,43910000
740,JPN,2005,personnel,240
740,JPN,2006,spending,41144000
740,JPN,2006,personnel,260
740,JPN,2007,spending,41039000
740,JPN,2007,personnel,240
740,JPN,2008,spending,46044000
740,JPN,2008,personnel,240
740,JPN,2009,spending,51085000
740,JPN,2009,personnel,230
740,JPN,2010,spending,54357000
740,JPN,2010,personnel,230
740,JPN,2011,spending,59834000
740,JPN,2011,personnel,248
740,JPN,2012,spending,59077000
740,JPN,2012,personnel,248
740,JPN,2013,spending,59077000
740,JPN,2013,personnel,247
740,JPN,2014,spending,47685000
740,JPN,2014,personnel,247
740,JPN,2015,spending,41013000
740,JPN,2015,personnel,247
740,JPN,2016,spending,47342000
740,JPN,2016,personnel,247
750,IND,1947,spending,218680
750,IND,1947,personnel,311
750,IND,1948,spending,275196
750,IND,1948,personnel,321
750,IND,1949,spending,503918
750,IND,1949,personnel,331
750,IND,1950,spending,366073
750,IND,1950,personnel,341
750,IND,1951,spending,383874
750,IND,1951,personnel,351
750,IND,1952,spending,390843
750,IND,1952,personnel,361
750,IND,1953,spending,403943
750,IND,1953,personnel,371
750,IND,1954,spending,412961
750,IND,1954,personnel,381
750,IND,1955,spending,401830
750,IND,1955,personnel,391
750,IND,1956,spending,443282
750,IND,1956,personnel,400
750,IND,1957,spending,554630
750,IND,1957,personnel,445
750,IND,1958,spending,586373
750,IND,1958,personnel,490
750,IND,1959,spending,564644
750,IND,1959,personnel,535
750,IND,1960,spending,579971
750,IND,1960,personnel,535
750,IND,1961,spending,638173
750,IND,1961,personnel,775
750,IND,1962,spending,909968
750,IND,1962,personnel,800
750,IND,1963,spending,1530052
750,IND,1963,personnel,1083
750,IND,1964,spending,1689445
750,IND,1964,personnel,1215
750,IND,1965,spending,1804170
750,IND,1965,personnel,1220
750,IND,1966,spending,1943245
750,IND,1966,personnel,1400
750,IND,1967,spending,1258579
750,IND,1967,personnel,1420
750,IND,1968,spending,1347555
750,IND,1968,personnel,1480
750,IND,1969,spending,1424750
750,IND,1969,personnel,1510
750,IND,1970,spending,1507870
750,IND,1970,personnel,1550
750,IND,1971,spending,1924810
750,IND,1971,personnel,1560
750,IND,1972,spending,2133921
750,IND,1972,personnel,1590
750,IND,1973,spending,2161844
750,IND,1973,personnel,1620
750,IND,1974,spending,2473833
750,IND,1974,personnel,1620
750,IND,1975,spending,2660197
750,IND,1975,personnel,1670
750,IND,1976,spending,2878683
750,IND,1976,personnel,1440
750,IND,1977,spending,3109509
750,IND,1977,personnel,1270
750,IND,1978,spending,3535459
750,IND,1978,personnel,1300
750,IND,1979,spending,4023901
750,IND,1979,personnel,1286
750,IND,1980,spending,4560701
750,IND,1980,personnel,1104
750,IND,1981,spending,5022113
750,IND,1981,personnel,1104
750,IND,1982,spending,5278087
750,IND,1982,personnel,1120
750,IND,1983,spending,5682888
750,IND,1983,personnel,1104
750,IND,1984,spending,6907034
750,IND,1984,personnel,1120
750,IND,1985,spending,6330000
750,IND,1985,personnel,1260
750,IND,1986,spending,7970000
750,IND,1986,personnel,1260
750,IND,1987,spending,9650000
750,IND,1987,personnel,1260
750,IND,1988,spending,9590000
750,IND,1988,personnel,1360
750,IND,1989,spending,8940000
750,IND,1989,personnel,1260
750,IND,1990,spending,10100000
750,IND,1990,personnel,1260
750,IND,1991,spending,8070000
750,IND,1991,personnel,1260
750,IND,1992,spending,6700000
750,IND,1992,personnel,1260
750,IND,1993,spending,7000000
750,IND,1993,personnel,1260
750,IND,1994,spending,7638000
750,IND,1994,personnel,1260
750,IND,1995,spending,9992000
750,IND,1995,personnel,1260
750,IND,1996,spending,12079000
750,IND,1996,personnel,1260
750,IND,1997,spending,12805000
750,IND,1997,personnel,1260
750,IND,1998,spending,13594000
750,IND,1998,personnel,1300
750,IND,1999,spending,13895000
750,IND,1999,personnel,1300
750,IND,2000,spending,14765000
750,IND,2000,personnel,1303
750,IND,2001,spending,14167000
750,IND,2001,personnel,1263
750,IND,2002,spending,13749000
750,IND,2002,personnel,1298
750,IND,2003,spending,15508000
750,IND,2003,personnel,1325
750,IND,2004,spending,19821000
750,IND,2004,personnel,1325
750,IND,2005,spending,21726000
750,IND,2005,personnel,1325
750,IND,2006,spending,22428000
750,IND,2006,personnel,1325
750,IND,2007,spending,26513000
750,IND,2007,personnel,1316
750,IND,2008,spending,31540000
750,IND,2008,personnel,1288
750,IND,2009,spending,38278000
750,IND,2009,personnel,1281
750,IND,2010,spending,30865000
750,IND,2010,personnel,1325
750,IND,2011,spending,36115000
750,IND,2011,personnel,1325
750,IND,2012,spending,33404000
750,IND,2012,personnel,1325
750,IND,2013,spending,36297000
750,IND,2013,personnel,1325
750,IND,2014,spending,45212000
750,IND,2014,personnel,1325
750,IND,2015,spending,47956000
750,IND,2015,personnel,1346
750,IND,2016,spending,51052000
750,IND,2016,personnel,1346
760,BHU,1971,spending,-9
760,BHU,1971,personnel,5
760,BHU,1972,spending,-9
760,BHU,1972,personnel,5
760,BHU,1973,spending,-9
760,BHU,1973,personnel,5
760,BHU,1974,spending,-9
760,BHU,1974,personnel,5
760,BHU,1975,spending,-9
760,BHU,1975,personnel,5
760,BHU,1976,spending,-9
760,BHU,1976,personnel,5
760,BHU,1977,spending,-9
760,BHU,1977,personnel,4
760,BHU,1978,spending,-9
760,BHU,1978,personnel,4
760,BHU,1979,spending,-9
760,BHU,1979,personnel,4
760,BHU,1980,spending,-9
760,BHU,1980,personnel,4
760,BHU,1981,spending,-9
760,BHU,1981,personnel,4
760,BHU,1982,spending,-9
760,BHU,1982,personnel,4
760,BHU,1983,spending,-9
760,BHU,1983,personnel,4
760,BHU,1984,spending,-9
760,BHU,1984,personnel,4
760,BHU,1985,spending,-9
760,BHU,1985,personnel,4
760,BHU,1986,spending,-9
760,BHU,1986,personnel,4
760,BHU,1987,spending,-9
760,BHU,1987,personnel,4
760,BHU,1988,spending,-9
760,BHU,1988,personnel,5
760,BHU,1989,spending,-9
760,BHU,1989,personnel,4
760,BHU,1990,spending,-9
760,BHU,1990,personnel,5
760,BHU,1991,spending,-9
760,BHU,1991,personnel,5
760,BHU,1992,spending,-9
760,BHU,1992,personnel,5
760,BHU,1993,spending,-9
760,BHU,1993,personnel,5
760,BHU,1994,spending,-9
760,BHU,1994,personnel,5
760,BHU,1995,spending,-9
760,BHU,1995,personnel,5
760,BHU,1996,spending,-9
760,BHU,1996,personnel,8
760,BHU,1997,spending,-9
760,BHU,1997,personnel,8
760,BHU,1998,spending,19000
760,BHU,1998,personnel,8
760,BHU,1999,spending,20000
760,BHU,1999,personnel,8
760,BHU,2000,spending,21000
760,BHU,2000,personnel,6
760,BHU,2001,spending,19000
760,BHU,2001,personnel,-9
760,BHU,2002,spending,-9
760,BHU,2002,personnel,-9
760,BHU,2003,spending,-9
760,BHU,2003,personnel,-9
760,BHU,2004,spending,-9
760,BHU,2004,personnel,-9
760,BHU,2005,spending,-9
760,BHU,2005,personnel,-9
760,BHU,2006,spending,-9
760,BHU,2006,personnel,-9
760,BHU,2007,spending,-9
760,BHU,2007,personnel,-9
760,BHU,2008,spending,-9
760,BHU,2008,personnel,-9
760,BHU,2009,spending,-9
760,BHU,2009,personnel,-9
760,BHU,2010,spending,-9
760,BHU,2010,personnel,-9
760,BHU,2011,spending,-9
760,BHU,2011,personnel,-9
760,BHU,2012,spending,-9
760,BHU,2012,personnel,-9
760,BHU,2013,spending,-9
760,BHU,2013,personnel,-9
760,BHU,2014,spending,-9
760,BHU,2014,personnel,-9
760,BHU,2015,spending,-9
760,BHU,2015,personnel,-9
760,BHU,2016,spending,-9
760,BHU,2016,personnel,-9
770,PAK,1947,spending,0
770,PAK,1947,personnel,275
770,PAK,1948,spending,107414
770,PAK,1948,personnel,265
770,PAK,1949,spending,187161
770,PAK,1949,personnel,256
770,PAK,1950,spending,199398
770,PAK,1950,personnel,246
770,PAK,1951,spending,244578
770,PAK,1951,personnel,237
770,PAK,1952,spending,282563
770,PAK,1952,personnel,227
770,PAK,1953,spending,246233
770,PAK,1953,personnel,218
770,PAK,1954,spending,212349
770,PAK,1954,personnel,208
770,PAK,1955,spending,235629
770,PAK,1955,personnel,199
770,PAK,1956,spending,165830
770,PAK,1956,personnel,190
770,PAK,1957,spending,149428
770,PAK,1957,personnel,206
770,PAK,1958,spending,161365
770,PAK,1958,personnel,223
770,PAK,1959,spending,183490
770,PAK,1959,personnel,223
770,PAK,1960,spending,204175
770,PAK,1960,personnel,223
770,PAK,1961,spending,205858
770,PAK,1961,personnel,243
770,PAK,1962,spending,196440
770,PAK,1962,personnel,249
770,PAK,1963,spending,215182
770,PAK,1963,personnel,270
770,PAK,1964,spending,252087
770,PAK,1964,personnel,275
770,PAK,1965,spending,428512
770,PAK,1965,personnel,277
770,PAK,1966,spending,538477
770,PAK,1966,personnel,300
770,PAK,1967,spending,466181
770,PAK,1967,personnel,351
770,PAK,1968,spending,483242
770,PAK,1968,personnel,357
770,PAK,1969,spending,539405
770,PAK,1969,personnel,390
770,PAK,1970,spending,601336
770,PAK,1970,personnel,390
770,PAK,1971,spending,727215
770,PAK,1971,personnel,404
770,PAK,1972,spending,456660
770,PAK,1972,personnel,350
770,PAK,1973,spending,469782
770,PAK,1973,personnel,466
770,PAK,1974,spending,599192
770,PAK,1974,personnel,395
770,PAK,1975,spending,748687
770,PAK,1975,personnel,502
770,PAK,1976,spending,803232
770,PAK,1976,personnel,604
770,PAK,1977,spending,878485
770,PAK,1977,personnel,588
770,PAK,1978,spending,987879
770,PAK,1978,personnel,518
770,PAK,1979,spending,1278687
770,PAK,1979,personnel,544
770,PAK,1980,spending,1543899
770,PAK,1980,personnel,467
770,PAK,1981,spending,1648765
770,PAK,1981,personnel,560
770,PAK,1982,spending,2201222
770,PAK,1982,personnel,588
770,PAK,1983,spending,1871223
770,PAK,1983,personnel,479
770,PAK,1984,spending,1956889
770,PAK,1984,personnel,479
770,PAK,1985,spending,2067000
770,PAK,1985,personnel,483
770,PAK,1986,spending,2270000
770,PAK,1986,personnel,483
770,PAK,1987,spending,2580000
770,PAK,1987,personnel,481
770,PAK,1988,spending,2380000
770,PAK,1988,personnel,481
770,PAK,1989,spending,2580000
770,PAK,1989,personnel,520
770,PAK,1990,spending,2910000
770,PAK,1990,personnel,550
770,PAK,1991,spending,3230000
770,PAK,1991,personnel,565
770,PAK,1992,spending,3600000
770,PAK,1992,personnel,580
770,PAK,1993,spending,3300000
770,PAK,1993,personnel,580
770,PAK,1994,spending,3585000
770,PAK,1994,personnel,580
770,PAK,1995,spending,3642000
770,PAK,1995,personnel,580
770,PAK,1996,spending,3652000
770,PAK,1996,personnel,580
770,PAK,1997,spending,3916000
770,PAK,1997,personnel,610
770,PAK,1998,spending,4078000
770,PAK,1998,personnel,590
770,PAK,1999,spending,3523000
770,PAK,1999,personnel,590
770,PAK,2000,spending,2522000
770,PAK,2000,personnel,612
770,PAK,2001,spending,2395000
770,PAK,2001,personnel,620
770,PAK,2002,spending,2687000
770,PAK,2002,personnel,620
770,PAK,2003,spending,3129000
770,PAK,2003,personnel,620
770,PAK,2004,spending,3338000
770,PAK,2004,personnel,620
770,PAK,2005,spending,4067000
770,PAK,2005,personnel,619
770,PAK,2006,spending,4156000
770,PAK,2006,personnel,619
770,PAK,2007,spending,4530000
770,PAK,2007,personnel,619
770,PAK,2008,spending,4422000
770,PAK,2008,personnel,619
770,PAK,2009,spending,3811000
770,PAK,2009,personnel,617
770,PAK,2010,spending,5599000
770,PAK,2010,personnel,617
770,PAK,2011,spending,5468000
770,PAK,2011,personnel,617
770,PAK,2012,spending,5814000
770,PAK,2012,personnel,642
770,PAK,2013,spending,5890000
770,PAK,2013,personnel,642
770,PAK,2014,spending,6006000
770,PAK,2014,personnel,644
770,PAK,2015,spending,7456000
770,PAK,2015,personnel,644
770,PAK,2016,spending,7471000
770,PAK,2016,personnel,644
771,BNG,1971,spending,-9
771,BNG,1971,personnel,-9
771,BNG,1972,spending,-9
771,BNG,1972,personnel,47
771,BNG,1973,spending,41204
771,BNG,1973,personnel,86
771,BNG,1974,spending,69518
771,BNG,1974,personnel,100
771,BNG,1975,spending,75630
771,BNG,1975,personnel,100
771,BNG,1976,spending,91614
771,BNG,1976,personnel,126
771,BNG,1977,spending,108162
771,BNG,1977,personnel,126
771,BNG,1978,spending,112564
771,BNG,1978,personnel,129
771,BNG,1979,spending,127186
771,BNG,1979,personnel,120
771,BNG,1980,spending,162840
771,BNG,1980,personnel,71
771,BNG,1981,spending,153432
771,BNG,1981,personnel,77
771,BNG,1982,spending,240008
771,BNG,1982,personnel,77
771,BNG,1983,spending,177906
771,BNG,1983,personnel,77
771,BNG,1984,spending,262040
771,BNG,1984,personnel,81
771,BNG,1985,spending,169700
771,BNG,1985,personnel,91
771,BNG,1986,spending,216750
771,BNG,1986,personnel,91
771,BNG,1987,spending,326000
771,BNG,1987,personnel,102
771,BNG,1988,spending,315972
771,BNG,1988,personnel,102
771,BNG,1989,spending,289000
771,BNG,1989,personnel,103
771,BNG,1990,spending,326900
771,BNG,1990,personnel,103
771,BNG,1991,spending,303310
771,BNG,1991,personnel,107
771,BNG,1992,spending,355000
771,BNG,1992,personnel,107
771,BNG,1993,spending,355000
771,BNG,1993,personnel,107
771,BNG,1994,spending,475000
771,BNG,1994,personnel,113
771,BNG,1995,spending,500000
771,BNG,1995,personnel,115
771,BNG,1996,spending,554000
771,BNG,1996,personnel,113
771,BNG,1997,spending,593000
771,BNG,1997,personnel,110
771,BNG,1998,spending,631000
771,BNG,1998,personnel,110
771,BNG,1999,spending,667000
771,BNG,1999,personnel,110
771,BNG,2000,spending,691000
771,BNG,2000,personnel,137
771,BNG,2001,spending,639000
771,BNG,2001,personnel,137
771,BNG,2002,spending,607000
771,BNG,2002,personnel,137
771,BNG,2003,spending,645000
771,BNG,2003,personnel,126
771,BNG,2004,spending,777000
771,BNG,2004,personnel,126
771,BNG,2005,spending,889000
771,BNG,2005,personnel,126
771,BNG,2006,spending,938000
771,BNG,2006,personnel,126
771,BNG,2007,spending,998000
771,BNG,2007,personnel,127
771,BNG,2008,spending,1195000
771,BNG,2008,personnel,150
771,BNG,2009,spending,1016000
771,BNG,2009,personnel,157
771,BNG,2010,spending,1237000
771,BNG,2010,personnel,157
771,BNG,2011,spending,1478000
771,BNG,2011,personnel,157
771,BNG,2012,spending,1537000
771,BNG,2012,personnel,157
771,BNG,2013,spending,1652000
771,BNG,2013,personnel,157
771,BNG,2014,spending,1956000
771,BNG,2014,personnel,157
771,BNG,2015,spending,2225000
771,BNG,2015,personnel,157
771,BNG,2016,spending,2705000
771,BNG,2016,personnel,157
775,MYA,1948,spending,15130
775,MYA,1948,personnel,3
775,MYA,1949,spending,31646
775,MYA,1949,personnel,4
775,MYA,1950,spending,25592
775,MYA,1950,personnel,6
775,MYA,1951,spending,31979
775,MYA,1951,personnel,8
775,MYA,1952,spending,46293
775,MYA,1952,personnel,10
775,MYA,1953,spending,64732
775,MYA,1953,personnel,14
775,MYA,1954,spending,77403
775,MYA,1954,personnel,19
775,MYA,1955,spending,70300
775,MYA,1955,personnel,25
775,MYA,1956,spending,74780
775,MYA,1956,personnel,33
775,MYA,1957,spending,78681
775,MYA,1957,personnel,44
775,MYA,1958,spending,85131
775,MYA,1958,personnel,56
775,MYA,1959,spending,85852
775,MYA,1959,personnel,67
775,MYA,1960,spending,88998
775,MYA,1960,personnel,79
775,MYA,1961,spending,85535
775,MYA,1961,personnel,90
775,MYA,1962,spending,90545
775,MYA,1962,personnel,100
775,MYA,1963,spending,99937
775,MYA,1963,personnel,105
775,MYA,1964,spending,97349
775,MYA,1964,personnel,123
775,MYA,1965,spending,107747
775,MYA,1965,personnel,133
775,MYA,1966,spending,105019
775,MYA,1966,personnel,135
775,MYA,1967,spending,101124
775,MYA,1967,personnel,136
775,MYA,1968,spending,102458
775,MYA,1968,personnel,136
775,MYA,1969,spending,108004
775,MYA,1969,personnel,173
775,MYA,1970,spending,111832
775,MYA,1970,personnel,174
775,MYA,1971,spending,118652
775,MYA,1971,personnel,175
775,MYA,1972,spending,118268
775,MYA,1972,personnel,191
775,MYA,1973,spending,149174
775,MYA,1973,personnel,198
775,MYA,1974,spending,160364
775,MYA,1974,personnel,202
775,MYA,1975,spending,138049
775,MYA,1975,personnel,209
775,MYA,1976,spending,162341
775,MYA,1976,personnel,210
775,MYA,1977,spending,170974
775,MYA,1977,personnel,208
775,MYA,1978,spending,170000
775,MYA,1978,personnel,212
775,MYA,1979,spending,190000
775,MYA,1979,personnel,212
775,MYA,1980,spending,202000
775,MYA,1980,personnel,179
775,MYA,1981,spending,199000
775,MYA,1981,personnel,210
775,MYA,1982,spending,210000
775,MYA,1982,personnel,210
775,MYA,1983,spending,234000
775,MYA,1983,personnel,179
775,MYA,1984,spending,245000
775,MYA,1984,personnel,181
775,MYA,1985,spending,228253
775,MYA,1985,personnel,186
775,MYA,1986,spending,252560
775,MYA,1986,personnel,186
775,MYA,1987,spending,291600
775,MYA,1987,personnel,186
775,MYA,1988,spending,286000
775,MYA,1988,personnel,186
775,MYA,1989,spending,332590
775,MYA,1989,personnel,200
775,MYA,1990,spending,858000
775,MYA,1990,personnel,230
775,MYA,1991,spending,971000
775,MYA,1991,personnel,286
775,MYA,1992,spending,356150
775,MYA,1992,personnel,286
775,MYA,1993,spending,2675000
775,MYA,1993,personnel,322
775,MYA,1994,spending,1822000
775,MYA,1994,personnel,322
775,MYA,1995,spending,1880000
775,MYA,1995,personnel,322
775,MYA,1996,spending,2012000
775,MYA,1996,personnel,322
775,MYA,1997,spending,2167000
775,MYA,1997,personnel,322
775,MYA,1998,spending,2142000
775,MYA,1998,personnel,322
775,MYA,1999,spending,1995000
775,MYA,1999,personnel,345
775,MYA,2000,spending,1020000
775,MYA,2000,personnel,344
775,MYA,2001,spending,1088000
775,MYA,2001,personnel,344
775,MYA,2002,spending,5632000
775,MYA,2002,personnel,444
775,MYA,2003,spending,6260000
775,MYA,2003,personnel,488
775,MYA,2004,spending,5265000
775,MYA,2004,personnel,458
775,MYA,2005,spending,6944000
775,MYA,2005,personnel,428
775,MYA,2006,spending,7266000
775,MYA,2006,personnel,376
775,MYA,2007,spending,7009000
775,MYA,2007,personnel,375
775,MYA,2008,spending,-9
775,MYA,2008,personnel,406
775,MYA,2009,spending,-9
775,MYA,2009,personnel,406
775,MYA,2010,spending,1762000
775,MYA,2010,personnel,406
775,MYA,2011,spending,2415000
775,MYA,2011,personnel,406
775,MYA,2012,spending,2228000
775,MYA,2012,personnel,406
775,MYA,2013,spending,2400000
775,MYA,2013,personnel,406
775,MYA,2014,spending,2433000
775,MYA,2014,personnel,406
775,MYA,2015,spending,2245000
775,MYA,2015,personnel,406
775,MYA,2016,spending,2264000
775,MYA,2016,personnel,406
780,SRI,1948,spending,905
780,SRI,1948,personnel,0
780,SRI,1949,spending,1056
780,SRI,1949,personnel,1
780,SRI,1950,spending,1132
780,SRI,1950,personnel,2
780,SRI,1951,spending,2221
780,SRI,1951,personnel,2
780,SRI,1952,spending,2884
780,SRI,1952,personnel,2
780,SRI,1953,spending,3990
780,SRI,1953,personnel,2
780,SRI,1954,spending,6342
780,SRI,1954,personnel,2
780,SRI,1955,spending,5714
780,SRI,1955,personnel,1
780,SRI,1956,spending,6873
780,SRI,1956,personnel,1
780,SRI,1957,spending,9562
780,SRI,1957,personnel,2
780,SRI,1958,spending,13908
780,SRI,1958,personnel,3
780,SRI,1959,spending,15105
780,SRI,1959,personnel,4
780,SRI,1960,spending,14973
780,SRI,1960,personnel,6
780,SRI,1961,spending,15372
780,SRI,1961,personnel,10
780,SRI,1962,spending,14214
780,SRI,1962,personnel,10
780,SRI,1963,spending,12479
780,SRI,1963,personnel,11
780,SRI,1964,spending,12482
780,SRI,1964,personnel,9
780,SRI,1965,spending,12949
780,SRI,1965,personnel,9
780,SRI,1966,spending,13659
780,SRI,1966,personnel,10
780,SRI,1967,spending,14432
780,SRI,1967,personnel,10
780,SRI,1968,spending,13131
780,SRI,1968,personnel,10
780,SRI,1969,spending,14327
780,SRI,1969,personnel,10
780,SRI,1970,spending,19411
780,SRI,1970,personnel,10
780,SRI,1971,spending,29486
780,SRI,1971,personnel,10
780,SRI,1972,spending,28328
780,SRI,1972,personnel,16
780,SRI,1973,spending,21389
780,SRI,1973,personnel,18
